pred_file,gt_file,psnr,ssim
frankfurt_frankfurt_000001_049209_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_049209_leftImg8bit.png,11.4135,0.781905
frankfurt_frankfurt_000001_049298_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_049298_leftImg8bit.png,10.3052,0.739930
frankfurt_frankfurt_000001_049698_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_049698_leftImg8bit.png,11.0506,0.726407
frankfurt_frankfurt_000001_049770_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_049770_leftImg8bit.png,9.8547,0.709396
frankfurt_frankfurt_000001_050149_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_050149_leftImg8bit.png,9.6812,0.708940
frankfurt_frankfurt_000001_050686_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_050686_leftImg8bit.png,9.9267,0.691906
frankfurt_frankfurt_000001_051516_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_051516_leftImg8bit.png,15.9505,0.839266
frankfurt_frankfurt_000001_051737_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_051737_leftImg8bit.png,13.4668,0.797703
frankfurt_frankfurt_000001_051807_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_051807_leftImg8bit.png,14.3538,0.726360
frankfurt_frankfurt_000001_052120_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_052120_leftImg8bit.png,14.7150,0.771134
frankfurt_frankfurt_000001_052594_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_052594_leftImg8bit.png,9.8796,0.689942
frankfurt_frankfurt_000001_053102_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_053102_leftImg8bit.png,9.4162,0.681764
frankfurt_frankfurt_000001_054077_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_054077_leftImg8bit.png,17.5880,0.872785
